Code,Airport Name
TCA,Tennant Creek NT Australia
TCB,Treasure Cay Bahamas
TCG,Tacheng China
TCH,Tchibanga Gabon
TCL,Tuscaloosa AL
TCO,Tumaco Colombia
TCP,Taba Egypt
TCQ,Tacna Peru
TCT,Takotna AK
TDB,Tetabedi Papua New Guinea
TDD,Trinidad Bolivia
TEE,Tbessa Algeria
TEH,Tetlin AK
TEK,Tatitlek AK
TER,Terceira Island Portugal
TET,Tete Mozambique
TEU,Te Anau New Zealand
TEX,Telluride CO
TEZ,Tezpur India
TFF,Tefe AM Brazil
TFI,Tufi Papua New Guinea
TFN,Tenerife Spain and Canary Islands - Norte Los Rodeos
TFS,Tenerife Spain and the Canary Islands - Sur Reina Sofia
TGD,Podgoriea Serbia and Montenegro - Golubovci
TGG,Kuala Terengganu Malaysia
TGH,Tongoa Vanuatu
TGJ,Tiga New Caledonia
TGM,Tirgu Mures Romania
TGN,Traralgon VI Australia
TGO,Tongliao China
TGU,Tegucigalpa Honduras
TGZ,Tuxtla Gutierrez Mexico
THE,Teresina PI Brazil
THF,Berlin Germany - Tempelhof
THG,Thangool QL Australia
THL,Tachilek Myanmar
THN,Trollhattan Sweden
THO,Thorshofn Iceland
THR,Tehran Iran - Mehrabad
THS,Sukhotthai Thailand
THU,Pituffik Greenland
TIA,Tirana Albania
TID,Tiaret Algeria
TIE,Tippi Ethiopia
TIF,Taif Saudi Arabia
TIH,Tikehau Atoll French Polynesia
TIJ,Tijuana Mexico
TIM,Tembagapura Indonesia
TIN,Tindouf Algeria
TIP,Tripoli Libya
TIQ,Tinian Northern Mariana Islands
TIR,Tirupati India
TIS,Thursday Island QL Australia
TIU,Timaru New Zealand
TIV,Tivat Serbia and Montenegro
TIY,Tioljikja Mauritania
TIZ,Tari Papua New Guinea
TJA,Tarija Bolivia
TJI,Trujillo Honduras
TJM,Tyumen Russia
TJQ,Tanjung Pandan Indonesia
TJS,Tanjung Selor Indonesia
TKA,Talkeetna AK
TKB,Tekadu Papua New Guinea
TKE,Tenakee Springs AK
TKG,Bandar Lampung Indonesia - Branti
TKJ,Tok AK
TKK,Truk Micronesia
TKN,Tokunoshima Japan
TKQ,Kigoma Tanzania
TKS,Tokushima Japan
TKU,Turku Finland
TLC,Toluco Mexico
TLE,Tulear Madagascar
TLH,Tallahassee FL
TLL,Tallinn Estonia
TLM,Tlemcen Algeria
TLN,Toulon France
TLS,Toulouse France
TLT,Tuluksak AK
TLV,Tel Aviv Israel
TMC,Tambolaka Indonesia
TMG,Tomanggong Malaysia
TMH,Tanahmerah Indonesia
TMJ,Termez Uzbekistan
TMM,Tamatave Madagascar
TMP,Tampere Finland
TMR,Tamanrasset Algeria
TMS,Sao Tome Is. Sao Tome and Principe
TMT,Trombetas PA Brazil
TMU,Tambor Costa Rica
TMW,Tamworth NS Australia
TMX,Timimoun Algeria
TNA,Jinan China
TNC,Tin City AK
TNG,Tangier Morocco
TNK,Tununak AK
TNN,Tainan Taiwan
TNO,Tamarindo Costa Rica
TNR,Antaninvarivo Madgascar
TNX,Stung Treng Cambodia
TOB,Tobruk Libya
TOD,Tioman Malaysia
TOE,Tozeur Tunisia
TOF,Tomsk Russia
TOG,Togiak Village AK
TOH,Torres Vanuatu
TOL,Toledo OH
TOM,Tombouctou Mali
TOS,Tromso Norway
TOU,Touho New Caledonia
TOV,Tortola British Virgin Islands
TOW,Toledo PR Brazil
TOY,Toyama Japan
TPA,Tampa FL
TPE,Taipei Taiwan - Chiang Kai Shek
TPP,Tarapoto Peru
TPQ,Tepic Mexico
TPR,Tom Price WA Australia
TPS,Trapani Italy
TRA,Taramajma Japan
TRC,Torreon Mexico
TRD,Trondheim Norway
TRE,Tiree United Kingdom
TRF,Torp Airport Oslo Norway - Sandefjord
TRG,Tauranga New Zealand
TRI,Bristol VA
TRI,Johnson City TN
TRI,Kingsport TN
TRK,Tarakan Indonesia
TRN,Turin Italy
TRO,Taree NS Australia
TRS,Trieste Italy
TRU,Trujillo Peru
TRV,Thiruvananthapuram India
TRW,Tarawa Kiribati
TRZ,Tiruchirapally India
TSA,Taipei Taiwan - Sung Shan
TSB,Tsumeb Namibia
TSE,Astana Kazakhstan
TSF,Venice Italy - Treviso
TSJ,Tsushima Japan
TSM,Taos NM
TSN,Tianjn China
TSO,Isles of Scilly United Kingdom - Tresco
TSR,Timosoara Romania
TST,Trang Thailand
TSV,Townsville QL Australia
TTB,Tortoli Italy
TTE,Ternate Indonesia
TTJ,Tottori Japan
TTN,Philadelphia PA - Trenton/Mercer NJ
TTN,Trenton/Mercer NJ
TTQ,Tortuquero Costa Rica
TTS,Tsaratanana Madagascar
TTT,Taitung Taiwan
TTU,Tetuan Morocco
TUA,Tulcan Ecuador
TUB,Tubuai French Polynesia
TUC,Tucuman TU Argentina
TUF,Tours France
TUG,Tuguegarao Philippines
TUI,Turaif Saudi Arabia
TUJ,Tum Ethiopia
TUK,Turbat Pakistan
TUL,Tulsa OK
TUN,Tunis Tunisia
TUO,Taupo New Zealand
TUP,Tupelo MS
TUR,Tucurui PA Brazil
TUS,Tucson AZ
TUU,Tabuk Saudi Arabia
TUV,Tucupita Venezuela
TVA,Morafenobe Madagascar
TVC,Traverse City MI
TVF,Thief River Falls MN
TVU,Taveuni Fiji
TVY,Dawe Myanmar
TWA,Twin Hills AK
TWB,Toowoomba QL Australia
TWF,Twin Falls ID
TWU,Tawau Malaysia
TXG,Taichung Taiwan
TXK,Texarkana AR
TXL,Berlin Germany - Tegel
TXM,Teminabuan Indonesia
TXN,Tunxi China
TYF,Torsby Sweden
TYN,Taiyuan China
TYO,Tokyo Japan - All airports
TYR,Tyler TX
TYS,Knoxville TN
TZA,Belize City Belize - Municipal
TZN,South Andros Bahamas
TZX,Trabzon Turkey
UAK,Narsarsuaq Greenland
UAQ,San Juan SJ Argentina
UAS,Samburu Kenya
UBA,Uberaba MG Brazil
UBB,Mabuiag Island QL Australia
UBJ,Ube Japan
UBP,Ubon Ratchathani Thailand
UCA,Utica NY
UCT,Ukhta Russia
UDI,Uberlandia MG Brazil
UDJ,Uzhgorod Ukraine
UDR,Udaipur India
UEL,Quelimane Mozambique
UEO,Kumejima Japan
UET,Quetta Pakistan
UFA,Ufa Russia
UGB,Pilot Point AK - Ugashnik Bay
UGC,Urgench Uzbekistan
UGU,Zugapa Indonesia
UIB,Quibdo Colombia
UIH,Qui Nhon Viet Nam
UII,Utila Honduras
UIK,Ust-Ilimsk Russia
UIN,Quincy IL
UIO,Quito Ecuador
UIP,Quimper France
UIT,Jaluit Island Marshall Islands
UJE,Ujae Island Marshall Islands
UKK,Ust-Kamenogorsk Kazakhstan
ULA,San Julian SC Argentina
ULB,Ulei Vanuatu
ULD,Ulundi South Africa
ULI,Ulithi Micronesia
ULN,Ulaanbaatar Mongolia
ULP,Quipi QL Australia
ULU,Gulu Uganda
ULY,Uliastai Mongolia
UMD,Uummannaq Greeland
UME,Umea Sweden
UNG,Kiunga Papua New Guinea
UNK,Unalakleet AK
UNN,Ranong Thailand
UPG,Ujung Pandang Indonesia
UPN,Uruapan Mexico
URA,Uralsk Kazakhstan
URC,Urumqi China
URG,Uruguaiana RS Brazil
URJ,Uraj Russia
URO,Rouen France
URT,Surat Thani Thailand
URU,Uroubi Papua New Guinea
URY,Gurayat Saudi Arabia
USH,Ushuaia TF Argentina
USK,Usinsk Russia
USL,Useless Loop WA Australia
USM,Koh Samui Thailand
USN,Ulsan South Korea
UTH,Udon Thani Thailand
UTK,Utirik Island Marshall Islands
UTN,Upington South Africa
UTO,Utopia Creek AK
UTP,Utapao Thailand
UTT,Umtata South Africa
UUA,Bugulma Russia
UUA,Bulgulma Russia
UUD,Ulan-Ude Russia
UUS,Yuzhno-Sakhalinsk Russia
UVE,Ouvea New Caledonia
UVF,St. Lucia St. Lucia
UVF,St. Lucia St. Lucia - Hawnorra
UVL,Kharga Egypt
UYL,Nyala Sudan
UYN,Yulin China
VAA,Vaasa Finland
VAG,Varginha MG Brazil
VAI,Vanimo Papua New Guinea
VAK,Chevak AK
VAN,Van Turkey
VAO,Suavanao Solomon Islands
VAR,Varna Bulgaria
VAS,Sivas Turkey
VAT,Vatomatry Madagascar
VAV,Vava'u Tonga
VAW,Vardoe Norway
VBV,Vanuabalavu Fiji
VBY,Visby Sweden
VCD,Victoria River Downs NT Australia
VCE,Venice Italy - Marco Polo
VCP,Sao Paulo Brazil - Viracopos
VCT,Victoria TX
VDA,Ovda Israel
VDB,Fagernes Norway
VDC,Vitoria da Conquista BA Brazil
VDE,Valverde Spain and Canary Islands - Hierro
VDM,Viedma RN Argentina
VDS,Vadso Norway
VDZ,Valdez AK
VEE,Venetie AK
VEL,Vernal UT
VER,Veracruz Mexico
VEY,Vestmannaeyjar Iceland
VFA,Victoria Falls Zimbabwe
VGO,Vigo Spain
VHM,Vilhelmina Sweden
VIE,Vienna Austria
VIG,El Vigia Venezuela
VII,Vinh City Viet Nam
VIJ,Virgin Gorda British Virgin Islands
VIL,Dakhla Morocco
VIS,Visalia CA
VIT,Vitoria Spain and Canary Islands
VIV,Vivigani Papua New Guinea
VKG,Rach Gia Viet Nam
VKG,Roch Gia Viet Nam
VKO,Moscow Russia - Vnukovo
VKT,Vorkuta Russia
VLC,Valencia Spain
VLD,Valdosta GA
VLG,Villa Gesell BA Argentina
VLI,Port Vila Vanuatu
VLK,Volgodonsk Russia
VLL,Valladolid Spain and Canary Islands
VLN,Valencia Venezuela
VLS,Valesdir Vanuatu
VLV,Valera Venezuela
VME,Villa Mercedes SL Argentina
VMU,Baimuru Papua New Guinea
VNO,Vilnius Lithuania
VNS,Varanasi India
VNX,Vilanculos Mozambique
VOG,Volgograd Russia
VOH,Vohemar Madagascar
VOZ,Voronezh Russia
VPN,Vopnafjordur Iceland
VPS,Fort Walton Beach FL
VPS,Valparaiso FL
VQS,Vieques Puerto Rico
VRA,Varadero Cuba
VRK,Varkaus Finland
VRN,Verona Italy
VSA,Villahermosa Mexico
VSG,Lugansk Uganda
VST,Vasteras Sweden
VTB,Vitebsk Belarus
VTE,Vientiane Laos - Wattay
VTZ,Vishakhapatnam India
VUP,Valledupar Colombia
VVB,Mahanoro Madagascar
VVI,Santa Cruz Bolivia
VVO,Vladivostok Russia
VXC,Lichinga Mozambique
VXE,Sao Vicente Cape Verde
VXO,Vaxjo Sweden
WAA,Wales AK
WAE,Wadi Ad Dawasir Saudi Arabia
WAG,Wanganui New Zealand
WAI,Antsohihy Madagascar
WAM,Ambatondrazaka Madagascar
WAQ,Antsalova Madagascar
WAS,Washington DC - All airports
WAT,Waterford Ireland
WAW,Warsaw Poland
WBA,Wahai Indonesia
WBB,Stebbins AK
WBQ,Beaver AK
WBU,Boulder CO - Municipal Airport
WDG,Enid OK
WED,Wedau Papua New Guinea
WEH,Weihai China
WEI,Weipa QL Australia
WET,Wagethe Indonesia
WFI,Fianarantsoa Madagascar
WGA,Wagga Wagga NS Australia
WGE,Walgett NS Australia
WGP,Waingapo Indonesia
WHF,Wadi Halfa Sudan
WHH,Boulder CO - Hiltons Har H
WHK,Whakatane New Zealand
WIC,Wick United Kingdom
WIL,Nairobi Kenya - Wilson
WIN,Winton QL Australia
WJA,Woja Marshall Islands
WJU,WonJu South Korea
WKA,Wanaka New Zealand
WKJ,Wakkanai Japan
WKK,Aleknagik AK
WLG,Wellington New Zealand
WLH,Walaha Vanuatu
WLK,Selawik AK
WLS,Wallis Island Wallis and Futuna Islands
WMA,Mandritsara Madagascar
WME,Mount Keith WA Australia
WMH,Mountain Home AR
WMK,Meyers Chuck AK
WMN,Maroantsetra Madagascar
WMO,White Mountain AK
WMP,Mampikony Madagascar
WMR,Mananara Madagascar
WMX,Wamena Indonesia
WNA,Napakiak AK
WNN,Wunnummin Lake ON
WNP,Naga Philippines
WNR,Windarra QL Australia
WNS,Nawabshah Pakistan
WNZ,Wenzhou China
WOT,Wonan Taiwan
WPB,Port Berge Madagascar
WRE,Whangarei New Zealand
WRG,Wrangell AK
WRL,Worland WY
WRO,Wroclaw Poland
WRY,Westray United Kingdom
WSN,South Naknek AK
WSR,Wasior Indonesia
WST,Westerly RI
WSU,Wasu Papua New Guinea
WSX,Westsound WA
WSZ,Westport New Zealand
WTA,Tambohorano Madagascar
WTE,Wotje Island Marshall Islands
WTK,Noatak AK
WTL,Tuntutuliak AK
WTO,Wotho Island Marshall Islands
WTS,Tsiroanomandidy Madagascar
WUD,Wudinna SA Australia
WUG,Wau Papua New Guinea
WUH,Wuhan China
WUN,Wiluna WA Australia
WUS,Wuyishan China
WUU,Wau Sudan
WVB,Walvis Bay Namibia
WVK,Manakara Madagascar
WVN,Wilhelmshaven Germany
WWK,Wewak Papua New Guinea
WWP,Whale Pass AK
WWT,Newtok AK
WXN,Wanxian China
WYA,Whyalla SA Australia
WYN,Wyndham WA Australia
WYS,West Yellowstone MT
XAD,Churchill MB - Rail service
XAK,Herning Denmark
XAP,Chapeco Brazil
XAW,Capreol ON - Rail service
XAX,Montreal QC - Dorval Rail service
XAZ,Campbellton NB - Rail service
XBE,Bearskin Lake ON
XBR,Brockville ON
XCH,Christmas Island Christmas Island
XCI,Chambord QC - Rail service
XCM,Chatham ON
XDB,Lille France - Rail service
XDD,Gaspe QC - Rail service
XDG,Halifax NS - Rail service
XDH,Jasper AB - Rail service
XDL,Chandler QC - Rail service
XDM,Drummondville QC - Rail service
XDP,Moncton NB - Rail service
XDQ,London ON - Rail service
XDS,Ottawa ON - Rail service
XDU,Hervey QC - Rail service
XDV,Prince George BC - Rail service
XDW,Prince Rupert BC - Rail service
XDX,Sarnia ON - Rail service
XDY,Sudbury ON - Rail service
XDZ,The Pas MB - Rail service
XEA,Vancouver BC - Rail service
XEC,Windsor ON - Rail service
XEE,Lac Edouard QC - Rail service
XEF,Winnipeg MB - Rail service
XEG,Kingston ON - Rail service
XEH,Ladysmith BC - Rail service
XEJ,Langford BC - Rail service
XEK,Melville SK - Rail service
XEL,New Carlisle QC - Rail service
XEM,New Richmond QC - Rail service
XER,Strasbourg France - Bus service
XEY,Miramichi NB - Rail service
XFC,Fredericton Junction NB - Rail service
XFE,Parent QC - Rail service
XFG,Perce QC - Rail service
XFK,Senneterre QC - Rail service
XFL,Shawinigan QC - Rail service
XFM,Shawnigan BC - Rail service
XFN,Xiangfan China
XFQ,Weymont QC - Rail service
XFS,AlexandriaON - Rail service
XFV,Brantford ON - Rail service
XFW,Finkenwerder Germany
XFY,Quebec QC - Sainte-Foy Rail service
XGJ,Cobourg ON - Rail service
XGK,Coteau QC - Rail service
XGR,Kangiqsualujjuaq QC
XGY,Grimsby ON
XHH,Boulder CO - Bus service
XHM,Georgetown ON - Rail service
XHS,Chemainus BC - Rail service
XIA,Guelph ON - Rail service
XIB,Ingersoll ON - Rail service
XIC,Xichang China
XID,Maxville ON - Rail service
XIF,Napanee ON - Rail service
XII,Prescott ON - Rail service
XIL,Xilinhot China
XIM,Saint Hyacinthe QC - Rail service
XIO,St Marys ON - Rail service
XIP,Woodstock ON - Rail service
XIY,Xi An China - Xianyang
XJL,Joliette QC - Rail service
XJQ,Jonquiere QC - Rail service
XKH,Xieng Khouang Laos
XKS,Kasabonika ON
XKV,Sackville NB - Rail service
XLB,Lac Brochet MB
XLJ,Quebec QC - Quebec Station Rail service
XLK,Quebec QC - Levis Rail service
XLM,Montreal QC - St Lambert Rail service
XLQ,Toronto ON - Guildwood Rail service
XLV,Niagara Falls ON - Rail service
XLY,Aldershot ON - Rail service
XLZ,Truro NS - Rail service
XMH,Manihi French Polynesia
XMN,Xiamen China
XMS,Macas Ecuador
XMY,Yam Island QL Australia
XNA,Fayetteville AR - Northwest Arkansas Regional
XNB,Dubai United Arab Emirates - Bus Station
XNN,Xining China
XOP,Poitiers France - Rail service
XPB,Parksville BC - Rail service
XPK,Pukatawagan MB -
XPN,Brampton ON - Rail service
XPX,Pointe-aux-Trembles QC - Rail service
XPZ,Saint Tropez France
XQP,Quepos Costa Rica
XQU,Qualicum BC
XRP,Riviere-a-Pierre QC - Rail service
XRY,Jerez De La Frontere Spain
XSC,South Caicos Turks and Caicos Islands
XSH,Tours France - Rail service
XSI,South Indian Lake MB
XSP,Singapore Singapore - Seletar
XTG,Thargomindah QL Australia
XTL,Tadoule Lake MB
XTY,Strathroy ON - Rail service
XUZ,Xuzhou China
XVS,Valenciennes France
XVV,Belleville ON - Rail service
XWA,Watford ON - Rail service
XWY,Wyoming ON - Rail service
XYA,Yandina Solomon Islands
XYD,Lyon France - Lyon Part-Dieu Rail service
XZB,Casselman ON - Rail service
XZC,Glencoe ON - Rail service
XZL,Edmonton AB - Rail service
YAA,Anahim Lake BC
YAB,Arctic Bay NU
YAC,Cat Lake ON
YAG,Fort Frances ON
YAI,Chillan Chile
YAK,Yakutat AK
YAM,Sault Ste-Marie ON
YAO,Yaounde Cameroon
YAP,Yap Micronesia
YAT,Attawapiskat ON
YAX,Angling Lake ON
YAY,St Anthony NL
YAZ,Tofino BC
YBB,Kugaaruk NU
YBC,Baie Comeau QC
YBE,Uranium City SK
YBG,Bagotville QC
YBI,Black Tickle NL
YBK,Baker Lake NU
YBL,Campbell River BC
YBP,Yibin China
YBR,Brandon MB
YBS,Opapamiska Lake ON
YBT,Brochet MB
YBV,Berens River MB
YBX,Blanc Sablon QC
YBZ,Toronto ON - Downtown Rail service
YCA,Courtenay BC
YCB,Cambridge Bay NU
YCC,Cornwall ON
YCD,Nanaimo BC - Cassidy Airport
YCG,Castlegar BC
YCK,Colville Lake NT
YCM,St Catharines ON
YCO,Kugluktuk/Coppermine NU
YCR,Cross Lake MB
YCS,Chesterfield Inlet NU
YCY,Clyde River NU
YDA,Dawson City YT
YDF,Deer Lake NL
YDI,Davis Inlet NL
YDN,Dauphin MB
YDP,Nain NL
YDQ,Dawson Creek BC
YEG,Edmonton AB - International
YEK,Arviat NU
YER,Fort Severn ON
YEV,Inuvik NT
YFA,Fort Albany ON
YFB,Iqaluit NU
YFC,Fredericton NB
YFH,Fort Hope ON
YFJ,Snare Lake NT
YFO,Flin Flon MB
YFS,Fort Simpson NT
YFX,Fox Harbour/St Lewis NL
YFZ,Quebec QC - Charny Rail service
YGB,Gillies Bay BC
YGH,Fort Good Hope NT
YGJ,Yonago Japan
YGK,Kingston ON - Norman Rogers Airport
YGL,La Grande QC
YGO,Gods Narrows MB
YGP,Gaspe QC
YGR,Iles De La Madeleine QC
YGT,Igloolik NU
YGV,Havre St Pierre QC
YGW,Kuujjuarapik QC
YGX,Gillam MB
YGZ,Grise Fiord NU
YHA,Port Hope Simpson NL
YHB,Hudson Bay SK
YHD,Dryden ON
YHG,Charlottetown NL
YHI,Holman NT
YHK,Gjoa Haven NU
YHM,Hamilton ON
YHO,Hopedale NL
YHP,Poplar Hill ON
YHR,Chevery QC
YHY,Hay River NT
YHZ,Halifax NS - International
YIF,Pakuashipi QC
YIH,Yichang China
YIK,Ivujivik QC
YIN,Yining China
YIO,Pond Inlet NU
YIV,Island Lake/Garden Hill
YIV,Island Lake/Garden Hill Canada
YIW,Yiwu China
YJT,Stephenville NL
YKA,Kamloops BC
YKF,Kitchener ON
YKG,Kangirsuk QC
YKL,Schefferville QC
YKM,Yakima WA
YKQ,Waskaganish QC
YKS,Yakutsk Russia
YKT,Klemtu BC
YKU,Chisasibi QC
YLC,Kimmirut/Lake Harbour NU
YLC,Kimmirut/Lake Harbour Canada
YLD,Chapleau ON
YLE,Wha Ti/Lac La Martre NT
YLH,Lansdowne House ON
YLL,Lloydminister AB
YLQ,La Tuque QC
YLR,Leaf Rapids MB
YLW,Kelowna BC
YMH,Mary's Harbour NL
YMM,Fort Mcmurray AB
YMO,Moosonee ON
YMQ,Montreal QC - all airports
YMT,Chibougamau QC
YMX,Montreal QC - Mirabel
YMY,Montreal QC - Downtown Rail service
YNA,Natashquan QC
YNB,Yanbu Saudi Arabia
YNC,Wemindji QC
YNE,Norway House MB
YNG,Youngstown OH
YNJ,Yanji China
YNL,Points North Landing SK
YNO,North Spirit Lake ON
YNS,Nemiscau QC
YNT,Yantai China
YNZ,Yancheng China
YOC,Old Crow YT
YOG,Ogoki ON
YOH,Oxford House MB
YOJ,High Level AB
YOO,Oshawa ON
YOP,Rainbow Lake AB
YOW,Ottawa ON - International
YPA,Prince Albert SK
YPB,Port Alberni BC
YPC,Paulatuk NT
YPE,Peace River AB
YPF,Esquimalt BC
YPH,Inukjuak QC
YPJ,Aupaluk QC
YPL,Pickle Lake ON
YPM,Pikangikum ON
YPN,Port Meiner QC
YPO,Peawanuck ON
YPR,Prince Rupert BC - Digby Island Airport
YPW,Powell River BC
YPX,Povungnituk QC
YPY,Fort Chipewyan AB
YPZ,Burns Lake BC
YQB,Quebec QC - International Airport
YQC,Quaqtaq QC
YQD,The Pas MB
YQG,Windsor ON
YQI,Yarmouth NS
YQK,Kenora ON
YQL,Lethbridge AB
YQM,Moncton NB - Airport
YQN,Nakina ON
YQQ,Comox BC
YQR,Regina SK
YQT,Thunder Bay ON
YQU,Grande Prairie AB
YQX,Gander NL
YQY,Sydney NS
YQZ,Quesnel BC
YRA,Rae Lakes NT
YRB,Resolute NU
YRF,Cartwright NL
YRG,Rigolet NL
YRJ,Roberval QC
YRL,Red Lake ON
YRS,Red Sucker Lake MB
YRT,Rankin Inlet NU
YSB,Sudbury ON
YSF,Stony Rapids SK
YSG,Lutselke/Snowdrift NT
YSH,Smith Falls ON
YSJ,Saint John NB
YSK,Sanikiluaq NU
YSL,Saint Leonard NB
YSM,Fort Smith NT
YSO,Postville NL
YSR,Nanisivik NU
YST,Ste Therese Point MB
YSY,Sachs Harbour NT
YTA,Pembroke ON
YTD,Thicket Portage MB
YTE,Cape Dorset NU
YTF,Alma QC
YTH,Thompson MB
YTL,Big Trout ON
YTQ,Tasiujuaq QC
YTS,Timmins ON
YTZ,Toronto ON - Toronto Island Airport
YUB,Tuktoyaktuk NT
YUD,Umiujag QC
YUL,Montreal QC - Dorval
YUM,Yuma AZ
YUT,Repulse Bay NU
YUX,Hall Beach NU
YUY,Noranda/Rouyn QC
YUY,Rouyn/Noranda QC
YVB,Bonaventure QC
YVC,La Ronge SK
YVM,Qikiqtarjuaq NU
YVO,Val-d'Or QC
YVP,Kuujjuaq QC
YVQ,Norman Wells NT
YVR,Vancouver BC
YVR,Vancouver BC - International
YVZ,Deer Lake ON
YWB,Kangiqsujuaq QC
YWG,Winnipeg MB - International
YWH,Victoria BC - Inner Harbor
YWJ,Deline NT
YWK,Wabush NL
YWL,Williams Lake BC
YWM,Williams Harbour NL
YWP,Webequie ON
YWR,White River ON
YXC,Cranbrook BC
YXE,Saskatoon SK
YXH,Medicine Hat AB
YXJ,Fort St John BC
YXK,Rimouski QC
YXL,Sioux Lookout ON
YXN,Whale Cove NU
YXP,Pangnirtung NU
YXS,Prince George BC
YXT,Terrace BC
YXU,London ON - Municipal Airport
YXX,Abbotsford BC
YXY,Whitehorse YT
YYB,North Bay ON
YYC,Calgary AB
YYD,Smithers BC
YYE,Fort Nelson BC
YYF,Penticton BC
YYG,Charlottetown PE
YYH,Taloyoak NU
YYJ,Victoria BC - International
YYQ,Churchill MB
YYR,Goose Bay NL
YYT,Saint Johns NL
YYU,Kapuskasing ON
YYY,Mont Joli QC
YYZ,Toronto ON - International
YZF,Yellowknife NT
YZG,Salluit QC
YZR,Sarnia ON
YZS,Coral Harbour NU
YZT,Port Hardy BC
YZV,Sept-Iles QC
ZAC,York Landing MB
ZAD,Zadar Croatia
ZAG,Zagreb Croatia
ZAH,Zahedan Iran
ZAL,Valdivia Chile
ZAM,Zamboanga Philippines
ZAQ,Nuremberg Germany - Rail service
ZAT,Zhaotong China
ZAY,Antwerp Belgium - Bus service
ZAZ,Zaragoza Spain and Canary Islands
ZBB,Esbjerg Denmark - Rail service
ZBF,Bathhurst NB
ZBJ,Fredericia Denmark
ZBQ,Odense Denmark
ZBR,Chah-Bahar Iran
ZBV,Beaver Creek CO - Van service
ZBY,Sayaboury Laos
ZCO,Temuco Chile
ZDH,Basel/Mulhouse Railway Station Switzerland
ZDJ,Berne Switzerland - Rail service
ZDN,Brno Czech Republic - Bus service
ZEG,Senggo Indonesia
ZEL,Bella Bella BC
ZEM,East Main QC
ZFD,Fond du Lac SK
ZFN,Tulita/Fort Norman NT
ZGC,Lanzhou China
ZGI,Gods River MB
ZGS,Gethsemani QC
ZGU,Gaua Vanuatu
ZHA,Zhanjiang China
ZHO,Houston BC - Bus station
ZHQ,Halberstadt Germany
ZID,Aarhus Denmark - Bus service
ZIH,Ixtapa Mexico
ZIH,Zihuatanejo/Ixtapa Mexico
ZJN,Swan River MB
ZKB,Kasaba Bay Zambia
ZKE,Kaschechewan ON
ZKG,Kegaska QC
ZLN,Le Mans France
ZLO,Manzanillo Mexico
ZLT,La Tabatiere QC
ZNA,Nanaimo BC - Harbour Airport
ZNE,Newman WA Australia
ZNZ,Zanzibar Tanzania - Kisauni
ZPB,Sachigo Lake ON
ZQN,Queenstown New Zealand
ZRF,Rockford IL - Park&Ride Bus
ZRH,Zurich Switzerland
ZRI,Servi Indonesia
ZRJ,Round Lake ON
ZRK,Rockford IL - Van Galder Bus
ZRM,Sarmi Indonesia
ZSA,San Salvador Bahamas
ZSE,St. Pierre de la Reunion Reunion
ZSJ,Sandy Lake ON
ZTB,Tete-a-La Baleine QC
ZTH,Zakinthos Island Greece
ZTM,Shamattawa MB
ZUH,Zhuhai China
ZUM,Churchill Falls NL
ZVA,Miandrivazo Madagascar
ZVK,Savannakhet Laos
ZWL,Wollaston Lake SK
ZWS,Stuttgart Germany - Rail service
ZXM,Rognan Norway
ZYL,Sylhet Bangladesh
ZYR,Brussels Belgium - Rail service
ZZU,Mzuzu Malawi
ABI,Abilene TX
ABJ,Abidjan Cote d'Ivoire
ABK,Kabri Dar Ethiopia
ABL,Ambler AK
ABM,Bamaga Australia
ABQ,Albuquerque NM
ABR,Aberdeen SD
ABS,Abu Simbel Egypt
ABT,Al-Baha Saudi Arabia
ABV,Abuja Nigeria
ABX,Albury Australia
ABZ,Aberdeen United Kingdom
ACA,Acapulco Mexico
ACC,Accra Ghana
ACE,Lanzarote Spain
ACH,Altenrhein Switzerland
ACI,Alderney United Kingdom
ACK,Nantucket MA
ACT,Waco TX
ACV,Arcata CA
ACV,Eureka/Arcata CA
ADA,Adana Turkey
ADB,Izmir Turkey